ds;region;production
2021-01-12;GLD;0.0
2021-01-12;GLD;167900.5
2021-01-12;AMS;754.9
2021-01-12;NHN;0.0
2021-01-12;NHN;41028.56
2021-01-12;RBNH;138.61
2021-01-12;GLD;0.0
2021-01-12;AMS;1967.52
2021-01-12;GLD;298490.77
2021-01-12;NHN;0.0
2021-01-12;NHN;0.0
2021-01-12;RBNH;203.89
2021-01-12;NHN;7733.79
2021-01-12;RBNH;53788.98
2021-01-12;NHN;5143.0
2021-01-12;AMS;57058.08
2021-01-12;GLD;676.35
2021-01-12;RBNH;4077.92
2021-01-12;GLD;58801.16
2021-01-12;RBNH;6677.47
2021-01-12;GLD;9837.6
2021-01-12;GLD;3946568.85
2021-01-12;AMS;0.0
2021-01-12;NHN;198996.64
2021-01-12;NHN;7136.64
2021-01-12;NHN;0.0
2021-01-12;NHN;61876.12
2021-01-12;AMS;9220.92
2021-01-12;NHN;38949.41
2021-01-12;NHN;5143.0
2021-01-12;GLD;51930.3
2021-01-13;NHN;17330.65
2021-01-13;RBNH;1790.7
2021-01-13;AMS;11635.93
2021-01-13;AMS;6877.73
2021-01-13;GLD;31880.3
2021-01-13;GLD;12369.37
2021-01-13;NHN;56137.05
2021-01-13;AMS;77923.09
2021-01-13;GLD;15939.0
2021-01-13;GLD;0.0
2021-01-13;AMS;4689.47
2021-01-13;GLD;8288.89
2021-01-13;AMS;1269.97
2021-01-13;GLD;98967.54
2021-01-13;NHN;30853.88
2021-01-13;AMS;65146.7
2021-01-13;AMS;4709.52
2021-01-13;GLD;7792.53
2021-01-13;AMS;132120.72
2021-01-13;GLD;12699.7
2021-01-13;AMS;11920.46
2021-01-13;AMS;8288.89
2021-01-13;GLD;62218.0
2021-01-13;GLD;37034.71
2021-01-13;AMS;25504.24
2021-01-13;GLD;50360.83
2021-01-13;RBNH;0.0
2021-01-13;AMS;104278.56
2021-01-13;GLD;4709.52
2021-01-13;AMS;8288.89
2021-01-13;GLD;29360.16
2021-01-13;AMS;1801.93
2021-01-13;AMS;1108.88
2021-01-13;GLD;4709.52
2021-01-13;GLD;38416.5
2021-01-13;GLD;58801.16
2021-01-13;GLD;73601.91
2021-01-13;AMS;0.0
2021-01-13;GLD;0.0
2021-01-13;GLD;78432.0
2021-01-13;GLD;3326.64
2021-01-13;GLD;40286.72
2021-01-13;GLD;39146.88
2021-01-13;AMS;10864.15
2021-01-13;GLD;40272.15
2021-01-13;NHN;551114.67
2021-01-13;NHN;0.0
2021-01-13;NHN;36886.97
2021-01-13;GLD;1856.11
2021-01-13;RBNH;7943.8
2021-01-13;GLD;24837.21
2021-01-13;RBNH;1953.8
2021-01-13;NHN;9443.16
2021-01-14;NHN;10672.97
2021-01-14;FNOP;7136.64
2021-01-14;FNOP;24059.02
2021-01-14;NHN;61876.12
2021-01-14;FNOP;14138.22
2021-01-14;RBNH;59602.3
2021-01-14;FNOP;0.0
2021-01-14;FNOP;8288.89
2021-01-14;FNOP;4485.58
2021-01-14;FNOP;7943.8
2021-01-14;FNOP;6665.76
2021-01-14;NHN;13660.63
2021-01-14;FNOP;28968.86
2021-01-14;FNOP;4884.5
2021-01-14;FNOP;7136.64
2021-01-14;FNOP;19821.23
2021-01-14;AMS;9911.64
2021-01-14;FNOP;30355.59
2021-01-14;FNOP;6716.02
2021-01-14;FNOP;33030.18
2021-01-14;NHN;8288.89
2021-01-14;AMS;4077.8
2021-01-14;FNOP;56155.75
2021-01-14;FNOP;4158.3
2021-01-14;FNOP;5799.01
2021-01-14;FNOP;30853.88
2021-01-14;FNOP;1916.46
2021-01-14;FNOP;13328.52
2021-01-14;FNOP;8288.89
2021-01-15;GLD;7623.55
2021-01-15;GLD;8288.89
2021-01-15;RBNH;15940.15
2021-01-15;GLD;18157.91
2021-01-15;RBNH;65040.91
2021-01-15;GLD;9220.92
2021-01-15;GLD;8288.89
2021-01-15;GLD;261972.9
2021-01-15;RBNH;29143.74
2021-01-15;GLD;0.0
2021-01-15;GLD;0.0
2021-01-15;RBNH;4851.35
2021-01-15;GLD;35761.38
2021-01-15;GLD;3670.02
2021-01-15;GLD;61876.12
2021-01-15;RBNH;7733.79
2021-01-15;GLD;76458.75
2021-01-15;AMS;11228.84
2021-01-15;RBNH;30853.88
2021-01-15;GLD;754.9
2021-01-15;RBNH;3321.46
2021-01-15;GLD;1386.1
2021-01-15;GLD;10888.31
2021-01-15;RBNH;25078.47
2021-01-15;GLD;56155.75
2021-01-15;GLD;49953.05
2021-01-15;GLD;10950.19
2021-01-15;GLD;3742.47
2021-01-15;GLD;4077.8
2021-01-15;GLD;56048.91
2021-01-15;GLD;8288.89
2021-01-15;GLD;7792.53
2021-01-15;RBNH;24107.55
2021-01-15;RBNH;16326.74
2021-01-15;RBNH;11255.31
2021-01-15;RBNH;24837.21
2021-01-15;RBNH;5902.56
2021-01-15;RBNH;4709.52
2021-01-15;GLD;63899.21
2021-01-15;RBNH;731.16
2021-01-15;RBNH;1573.7
2021-01-15;GLD;56155.75
2021-01-18;RBNH;36649.05
2021-01-18;RBNH;0.0
2021-01-18;GLD;4435.52
2021-01-18;RBNH;4098.6
2021-01-18;RBNH;0.0
2021-01-18;RBNH;6231.18
2021-01-18;RBNH;24837.21
2021-01-18;AMS;8288.89
2021-01-18;AMS;1386.1
2021-01-18;NHN;11920.46
2021-01-18;AMS;22134.6
2021-01-18;AMS;390.76
2021-01-18;RBNH;12233.4
2021-01-18;NHN;5284.16
2021-01-18;RBNH;62651.72
2021-01-18;RBNH;8288.89
2021-01-18;RBNH;1888.44
2021-01-18;AMS;4709.52
2021-01-18;AMS;6677.47
2021-01-18;AMS;13053.78
2021-01-18;RBNH;2428.8
2021-01-18;NHN;4709.52
2021-01-18;NHN;9577.54
2021-01-18;NHN;15556.05
2021-01-18;NHN;120702.88
2021-01-18;AMS;4709.52
2021-01-18;NHN;5295.3
2021-01-18;NHN;26335.9
2021-01-18;AMS;16633.2
2021-01-18;RBNH;12369.37
2021-01-18;GLD;18533.55
2021-01-18;NHN;2539.94
2021-01-18;NHN;8303.65
2021-01-18;NHN;7136.64
2021-01-18;NHN;4709.52
2021-01-18;AMS;7136.64
2021-01-18;NHN;16164.6
2021-01-18;NHN;4005.29
2021-01-18;AMS;8288.89
2021-01-19;GLD;50315.43
2021-01-19;NHN;8288.89
2021-01-19;NHN;41860.22
2021-01-19;GLD;12986.36
2021-01-19;GLD;12474.9
2021-01-19;NHN;37424.7
2021-01-19;GLD;2633.59
2021-01-19;GLD;195.38
2021-01-19;GLD;1108.88
2021-01-19;AMS;0.0
2021-01-19;GLD;7724.79
2021-01-19;GLD;19682.62
2021-01-19;GLD;7724.79
2021-01-19;AMS;0.0
2021-01-19;GLD;9220.92
2021-01-19;AMS;28679.46
2021-01-19;GLD;54335.12
2021-01-19;GLD;0.0
2021-01-19;GLD;7733.79
2021-01-19;GLD;4709.52
2021-01-19;GLD;56155.75
2021-01-19;GLD;9220.92
2021-01-19;GLD;0.0
2021-01-19;GLD;50972.5
2021-01-19;GLD;195.38
2021-01-19;AMS;114365.01
2021-01-19;GLD;6677.47
2021-01-19;GLD;0.0
2021-01-19;GLD;136402.41
2021-01-19;GLD;5799.01
2021-01-19;GLD;89398.88
2021-01-19;GLD;452.94
2021-01-20;NHN;7943.8
2021-01-20;GLD;29625.6
2021-01-20;GLD;2910.81
2021-01-20;GLD;4509.0
2021-01-20;NHN;25227.02
2021-01-20;NHN;5235.58
2021-01-20;NHN;164131.45
2021-01-20;GLD;8288.89
2021-01-20;GLD;5097.25
2021-01-20;GLD;2930.85
2021-01-20;GLD;93789.4
2021-01-20;GLD;9018.0
2021-01-20;AMS;76241.4
2021-01-20;GLD;33362.44
2021-01-20;GLD;24837.21
2021-01-20;GLD;13167.95
2021-01-21;GLD;255647.73
2021-01-21;GLD;7724.79
2021-01-21;GLD;1801.93
2021-01-21;GLD;3483.75
2021-01-21;RBNH;4077.8
2021-01-21;FNOP;6930.5
2021-01-21;AMS;102710.01
2021-01-21;AMS;0.0
2021-01-21;GLD;13298.84
2021-01-21;FNOP;7733.79
2021-01-21;GLD;5912.81
2021-01-21;FNOP;7943.8
2021-01-21;FNOP;0.0
2021-01-21;AMS;7724.79
2021-01-21;GLD;33543.62
2021-01-21;AMS;0.0
2021-01-21;NHN;60470.11
2021-01-21;RBNH;9911.64
2021-01-21;AMS;8288.89
2021-01-21;FNOP;10238.06
2021-01-21;NHN;138033.53
2021-01-21;GLD;1509.8
2021-01-21;GLD;25282.36
2021-01-21;GLD;58801.16
2021-01-21;FNOP;2777.4
2021-01-21;FNOP;6677.47
2021-01-21;GLD;17187.64
2021-01-21;GLD;7724.79
2021-01-21;GLD;7136.64
2021-01-21;FNOP;0.0
2021-01-21;NHN;46197.42
2021-01-21;FNOP;4281.69
2021-01-21;GLD;68099.26
2021-01-21;GLD;58801.16
2021-01-21;AMS;4709.52
2021-01-21;AMS;8288.89
2021-01-21;AMS;390.76
2021-01-21;FNOP;34375.28
2021-01-21;GLD;56155.75
2021-01-21;FNOP;7792.53
2021-01-21;GLD;104391.68
2021-01-21;GLD;7724.79
2021-01-21;GLD;58801.16
2021-01-21;GLD;26058.68
2021-01-21;GLD;14415.44
2021-01-21;FNOP;7136.64
2021-01-21;RBNH;0.0
2021-01-21;FNOP;488.45
2021-01-21;GLD;17942.32
2021-01-21;RBNH;0.0
2021-01-21;GLD;30632.81
2021-01-21;FNOP;7724.79
2021-01-21;FNOP;4712.74
2021-01-21;FNOP;56155.75
2021-01-21;FNOP;179.07
2021-01-21;GLD;28692.27
2021-01-21;GLD;62374.5
2021-01-21;AMS;5544.4
2021-01-21;AMS;0.0
2021-01-21;GLD;30853.88
2021-01-21;AMS;8288.89
2021-01-21;GLD;144293.01
2021-01-21;GLD;23979.53
2021-01-21;FNOP;7136.64
2021-01-22;GLD;48527.97
2021-01-22;RBNH;18019.3
2021-01-22;GLD;44355.2
2021-01-22;RBNH;26613.12
2021-01-22;GLD;28968.86
2021-01-22;GLD;7136.64
2021-01-22;AMS;97392.24
2021-01-22;GLD;14675.74
2021-01-22;GLD;35476.86
2021-01-22;GLD;30910.03
2021-01-22;GLD;61876.12
2021-01-22;GLD;10888.31
2021-01-22;RBNH;7724.79
2021-01-22;GLD;4893.36
2021-01-22;GLD;25781.46
2021-01-22;RBNH;4158.3
2021-01-22;GLD;7484.94
2021-01-22;AMS;1518.0
2021-01-22;AMS;12369.37
2021-01-22;RBNH;14415.44
2021-01-22;RBNH;8288.89
2021-01-22;GLD;8361.96
2021-01-22;GLD;61876.12
2021-01-22;GLD;5284.15
2021-01-22;RBNH;7724.79
2021-01-22;GLD;0.0
2021-01-22;RBNH;179.07
2021-01-22;AMS;174125.52
2021-01-22;AMS;51190.3
2021-01-22;GLD;7136.64
2021-01-22;RBNH;7733.79
2021-01-25;GLD;8288.89
2021-01-25;AMS;58801.16
2021-01-25;AMS;19815.6
2021-01-25;AMS;212.1
2021-01-25;AMS;23651.24
2021-01-25;AMS;6982.58
2021-01-25;AMS;10888.31
2021-01-25;GLD;11015.9
2021-01-25;NHN;0.0
2021-01-25;NHN;165500.34
2021-01-25;GLD;14654.25
2021-01-25;NHN;333565.74
2021-01-25;GLD;6294.8
2021-01-25;AMS;8288.89
2021-01-25;NHN;61876.12
2021-01-25;NHN;104096.11
2021-01-25;GLD;12474.9
2021-01-25;NHN;81759.89
2021-01-25;AMS;77923.09
2021-01-25;AMS;146510.77
2021-01-25;AMS;12833.3
2021-01-25;GLD;56155.75
2021-01-25;GLD;7136.64
2021-01-25;NHN;120677.28
2021-01-25;NHN;10888.31
2021-01-25;GLD;61681.45
2021-01-25;NHN;69582.22
2021-01-25;NHN;241405.76
2021-01-25;NHN;189895.7
2021-01-25;GLD;7733.79
2021-01-25;NHN;48747.31
2021-01-25;AMS;61876.12
2021-01-25;AMS;8316.6
2021-01-25;NHN;24533.97
2021-01-25;GLD;8288.89
2021-01-25;NHN;8288.89
2021-01-25;GLD;168209.25
2021-01-25;GLD;63281.4
2021-01-25;NHN;8288.89
2021-01-25;NHN;3326.64
2021-01-25;AMS;407276.64
2021-01-25;AMS;9582.83
2021-01-25;NHN;29801.15
2021-01-25;GLD;14349.9
2021-01-25;NHN;141907.44
2021-01-25;NHN;58801.16
2021-01-25;GLD;24256.75
2021-01-25;NHN;95802.45
2021-01-25;AMS;10888.31
2021-01-25;NHN;84829.32
2021-01-25;GLD;58801.16
2021-01-25;AMS;19256.64
2021-01-25;GLD;7136.64
2021-01-25;GLD;22870.65
2021-01-25;AMS;7136.64
2021-01-25;AMS;4893.36
2021-01-25;RBNH;47453.55
2021-01-25;AMS;28928.43
2021-01-25;GLD;6270.75
2021-01-25;AMS;11227.41
2021-01-25;RBNH;0.0
2021-01-25;AMS;138.61
2021-01-25;AMS;13609.32
2021-01-25;NHN;0.0
2021-01-25;AMS;14814.75
2021-01-25;GLD;42001.34
2021-01-25;NHN;28968.86
2021-01-25;AMS;4077.8
2021-01-25;AMS;57409.77
2021-01-25;NHN;28968.86
2021-01-25;NHN;11227.41
2021-01-25;NHN;97.69
2021-01-25;AMS;9338.56
2021-01-25;GLD;8493.79
2021-01-25;GLD;11272.5
2021-01-26;NHN;33382.57
2021-01-26;AMS;27033.9
2021-01-26;GLD;5799.01
2021-01-26;GLD;65824.38
2021-01-26;GLD;98875.44
2021-01-26;NHN;17034.72
2021-01-26;NHN;13979.58
2021-01-26;GLD;6677.47
2021-01-26;NHN;24837.21
2021-01-26;NHN;22562.82
2021-01-26;AMS;179.07
2021-01-26;AMS;25486.25
2021-01-26;NHN;4435.52
2021-01-26;NHN;4841.04
2021-01-26;NHN;0.0
2021-01-26;AMS;6116.7
2021-01-26;AMS;69775.52
2021-01-26;AMS;4709.52
2021-01-26;GLD;462.9
2021-01-26;NHN;214288.39
2021-01-26;NHN;0.0
2021-01-26;AMS;390.76
2021-01-26;NHN;0.0
2021-01-26;AMS;24837.21
2021-01-26;NHN;97.69
2021-01-26;NHN;62928.94
2021-01-26;GLD;6677.47
2021-01-26;NHN;61876.12
2021-01-26;NHN;60147.55
2021-01-26;NHN;9990.61
2021-01-26;NHN;24353.52
2021-01-26;GLD;77478.2
2021-01-26;NHN;4102.98
2021-01-26;RBNH;7733.79
2021-01-26;AMS;179.07
2021-01-26;NHN;4709.52
2021-01-26;NHN;390.76
2021-01-26;NHN;6677.47
2021-01-26;NHN;15553.44
2021-01-26;NHN;8042.76
2021-01-26;NHN;38127.43
2021-01-26;NHN;5799.01
2021-01-26;GLD;13935.0
2021-01-27;GLD;24837.21
2021-01-27;GLD;24837.21
2021-01-27;GLD;8288.89
2021-01-27;GLD;7724.79
2021-01-27;GLD;58801.16
2021-01-27;GLD;37424.7
2021-01-27;GLD;12641.18
2021-01-27;GLD;5544.4
2021-01-27;GLD;8155.6
2021-01-27;GLD;4709.52
2021-01-27;GLD;36640.5
2021-01-27;GLD;24837.21
2021-01-27;GLD;100.0
2021-01-27;GLD;3670.02
2021-01-27;GLD;16217.37
2021-01-27;GLD;0.0
2021-01-27;GLD;157044.39
2021-01-27;GLD;19718.65
2021-01-27;GLD;58801.16
2021-01-27;GLD;79720.99
2021-01-27;GLD;164744.4
2021-01-27;GLD;0.0
2021-01-27;GLD;9018.0
2021-01-28;GLD;52117.36
2021-01-28;RBNH;10257.45
2021-01-28;FNOP;58801.16
2021-01-28;FNOP;5799.01
2021-01-28;FNOP;20237.06
2021-01-28;GLD;8288.89
2021-01-28;FNOP;9786.72
2021-01-28;GLD;28968.86
2021-01-28;GLD;9220.92
2021-01-28;FNOP;4709.52
2021-01-28;FNOP;7136.64
2021-01-28;GLD;603.92
2021-01-28;GLD;731.16
2021-01-28;FNOP;38838.93
2021-01-28;AMS;35095.68
2021-01-28;AMS;61983.24
2021-01-28;AMS;0.0
2021-01-28;AMS;9841.31
2021-01-28;GLD;12059.07
2021-01-28;GLD;4709.52
2021-01-28;RBNH;48696.12
2021-01-28;GLD;1264.86
2021-01-28;AMS;0.0
2021-01-28;GLD;13583.78
2021-01-28;FNOP;14929.17
2021-01-28;FNOP;1563.04
2021-01-28;RBNH;4709.52
2021-01-28;AMS;3465.25
2021-01-28;AMS;7724.79
2021-01-28;GLD;8288.89
2021-01-28;GLD;24837.21
2021-01-28;GLD;50176.82
2021-01-28;GLD;17942.32
2021-01-28;GLD;58801.16
2021-01-28;GLD;6524.48
2021-01-28;GLD;17880.69
2021-01-28;GLD;56155.75
2021-01-28;RBNH;26074.32
2021-01-28;FNOP;7724.79
2021-01-28;GLD;4281.69
2021-01-28;FNOP;1801.93
2021-01-28;AMS;8288.89
2021-01-28;GLD;17880.69
2021-01-28;FNOP;20237.06
2021-01-28;RBNH;5799.01
2021-01-28;FNOP;10888.31
2021-01-28;FNOP;56155.75
2021-01-28;FNOP;10672.97
2021-01-28;FNOP;56155.75
2021-01-28;RBNH;14264.52
2021-01-28;RBNH;3058.35
2021-01-28;FNOP;10357.54
2021-01-28;RBNH;26505.7
2021-01-28;RBNH;24837.21
2021-01-28;RBNH;292582.15
2021-01-28;FNOP;0.0
2021-01-28;FNOP;4709.52
2021-01-28;GLD;75681.06
2021-01-28;AMS;26613.12
2021-01-28;FNOP;13583.78
2021-01-28;GLD;168071.16
2021-01-28;FNOP;18320.25
2021-01-28;RBNH;18978.9
2021-01-28;RBNH;5708.92
2021-01-28;RBNH;24837.21
2021-01-28;FNOP;23840.92
2021-01-28;FNOP;2139.56
2021-01-28;RBNH;6677.47
2021-01-28;FNOP;8288.89
2021-01-28;FNOP;7943.8
2021-01-28;FNOP;1703.52
2021-01-28;FNOP;56273.64
2021-01-28;FNOP;8316.6
2021-01-28;GLD;8288.89
2021-01-28;FNOP;56155.75
2021-01-28;RBNH;11228.84
2021-01-28;GLD;7792.53
2021-01-28;GLD;13190.58
2021-01-28;GLD;8288.89
2021-01-28;GLD;0.0
2021-01-28;GLD;56155.75
2021-01-28;GLD;17187.64
2021-01-28;GLD;0.0
2021-01-28;GLD;8288.89
2021-01-29;AMS;49679.88
2021-01-29;GLD;49414.18
2021-01-29;AMS;77767.2
2021-01-29;AMS;94681.74
2021-01-29;GLD;514797.4
2021-01-29;GLD;25218.2
2021-01-29;AMS;5799.01
2021-01-29;GLD;78003.29
2021-01-29;AMS;6677.47
2021-01-29;RBNH;42489.9
2021-01-29;GLD;13167.95
2021-01-29;NHN;1573.7
2021-01-29;AMS;92.58
2021-01-29;GLD;16722.0
2021-01-29;GLD;0.0
2021-01-29;NHN;5267.18
2021-01-29;RBNH;22316.21
2021-01-29;NHN;309314.96
2021-01-29;GLD;78790.8
2021-01-29;GLD;36886.97
2021-01-29;RBNH;7733.79
2021-01-29;NHN;836.1
2021-01-29;RBNH;15247.1
2021-01-29;RBNH;18019.3
2021-01-29;RBNH;27411.58
2021-01-29;GLD;8359.49
2021-01-29;GLD;58801.16
2021-01-29;GLD;37454.06
2021-01-29;RBNH;8288.89
2021-02-01;GLD;4709.52
2021-02-01;NHN;231201.48
2021-02-01;AMS;7136.64
2021-02-01;AMS;69998.05
2021-02-01;AMS;228232.32
2021-02-01;NHN;1563.04
2021-02-01;GLD;26074.32
2021-02-01;AMS;9702.7
2021-02-01;AMS;9280.55
2021-02-01;AMS;7136.64
2021-02-01;GLD;9175.05
2021-02-01;AMS;116395.5
2021-02-01;NHN;29188.41
2021-02-01;AMS;127396.92
2021-02-01;NHN;0.0
2021-02-01;AMS;7733.79
2021-02-01;NHN;2344.56
2021-02-01;NHN;97867.2
2021-02-01;NHN;50266.14
2021-02-01;AMS;12986.36
2021-02-01;GLD;0.0
2021-02-01;NHN;7792.53
2021-02-01;NHN;0.0
2021-02-01;NHN;34791.11
2021-02-01;AMS;239913.57
2021-02-01;RBNH;30988.44
2021-02-01;GLD;8163.37
2021-02-01;RBNH;21797.16
2021-02-01;GLD;0.0
2021-02-01;RBNH;225.45
2021-02-01;NHN;4709.52
2021-02-02;GLD;45875.25
2021-02-02;AMS;7724.79
2021-02-02;GLD;61876.12
2021-02-02;AMS;1172.28
2021-02-02;AMS;4709.52
2021-02-02;GLD;126004.02
2021-02-02;GLD;24837.21
2021-02-02;FNOP;15923.47
2021-02-02;GLD;5799.01
2021-02-02;GLD;5799.01
2021-02-02;GLD;2442.25
2021-02-02;GLD;7724.79
2021-02-02;GLD;19753.0
2021-02-02;FNOP;49760.99
2021-02-02;GLD;4351.26
2021-02-02;AMS;452.94
2021-02-02;AMS;5143.0
2021-02-02;GLD;0.0
2021-02-02;GLD;28968.86
2021-02-02;GLD;53503.46
2021-02-02;GLD;30853.88
2021-02-02;GLD;91205.38
2021-02-02;GLD;4709.52
2021-02-02;GLD;9220.92
2021-02-02;GLD;58801.16
2021-02-02;GLD;77070.42
2021-02-02;GLD;6677.47
2021-02-02;RBNH;2539.94
2021-02-02;RBNH;4709.52
2021-02-02;GLD;6677.47
2021-02-02;GLD;10888.31
2021-02-02;GLD;40196.9
2021-02-02;GLD;232434.6
2021-02-02;GLD;25781.46
2021-02-02;GLD;22219.2
2021-02-02;GLD;7724.79
2021-02-02;AMS;4709.52
2021-02-02;GLD;14213.7
2021-02-02;GLD;74419.85
2021-02-02;GLD;2499.66
2021-02-02;GLD;123752.24
2021-02-02;RBNH;0.0
2021-02-02;AMS;976.9
2021-02-02;GLD;4851.35
2021-02-02;GLD;581.03
2021-02-02;GLD;1064.7
2021-02-02;GLD;4296.91
2021-02-02;GLD;8288.89
2021-02-02;AMS;4158.3
2021-02-03;GLD;8288.89
2021-02-03;GLD;5551.17
2021-02-03;GLD;38802.06
2021-02-03;AMS;8288.89
2021-02-03;AMS;12752.12
2021-02-03;GLD;3605.7
2021-02-03;GLD;7733.79
2021-02-03;GLD;4712.74
2021-02-03;RBNH;1888.44
2021-02-03;GLD;58184.25
2021-02-03;AMS;13252.85
2021-02-03;GLD;157599.57
2021-02-03;GLD;5097.25
2021-02-03;GLD;37122.2
2021-02-03;GLD;80040.56
2021-02-03;AMS;5143.0
2021-02-03;GLD;58801.16
2021-02-03;AMS;754.9
2021-02-03;GLD;30853.88
2021-02-03;GLD;13935.0
2021-02-03;GLD;17219.88
2021-02-03;AMS;9911.64
2021-02-03;NHN;38235.54
2021-02-03;NHN;133140.17
2021-02-03;GLD;13188.15
2021-02-03;GLD;0.0
2021-02-03;GLD;15585.06
2021-02-03;GLD;18350.1
2021-02-04;FNOP;7792.53
2021-02-04;FNOP;3888.36
2021-02-04;AMS;13457.55
2021-02-04;AMS;5799.01
2021-02-04;AMS;0.0
2021-02-04;AMS;6677.47
2021-02-04;GLD;4709.52
2021-02-04;GLD;586.14
2021-02-04;GLD;57292.5
2021-02-04;FNOP;11227.41
2021-02-04;AMS;462.9
2021-02-04;RBNH;100.0
2021-02-04;AMS;7720.44
2021-02-04;FNOP;8871.04
2021-02-04;GLD;2446.68
2021-02-04;FNOP;8288.89
2021-02-04;FNOP;9009.65
2021-02-04;FNOP;4721.1
2021-02-04;RBNH;280960.42
2021-02-04;AMS;6677.47
2021-02-04;RBNH;25920.07
2021-02-04;FNOP;24837.21
2021-02-04;AMS;46528.8
2021-02-04;FNOP;41998.83
2021-02-04;GLD;18423.42
2021-02-04;FNOP;12437.29
2021-02-04;FNOP;39342.5
2021-02-04;AMS;5799.01
2021-02-04;AMS;46622.88
2021-02-04;FNOP;36328.6
2021-02-04;FNOP;8288.89
2021-02-04;AMS;462.9
2021-02-04;AMS;12803.85
2021-02-04;FNOP;0.0
2021-02-04;RBNH;69789.02
2021-02-04;AMS;462.9
2021-02-04;AMS;5799.01
2021-02-04;FNOP;28968.86
2021-02-04;FNOP;63577.48
2021-02-04;RBNH;203.89
2021-02-04;GLD;36886.97
2021-02-04;FNOP;19165.66
2021-02-04;GLD;56155.75
2021-02-04;AMS;6677.47
2021-02-04;RBNH;693.05
2021-02-04;GLD;13445.17
2021-02-04;AMS;47098.59
2021-02-04;GLD;24837.21
2021-02-04;AMS;5799.01
2021-02-04;GLD;23397.12
2021-02-04;AMS;6677.47
2021-02-04;FNOP;26502.36
2021-02-04;FNOP;18019.3
2021-02-04;FNOP;0.0
2021-02-04;GLD;131305.16
2021-02-04;GLD;4709.52
2021-02-04;AMS;462.9
2021-02-04;GLD;195.38
2021-02-04;FNOP;10145.25
2021-02-04;FNOP;7246.2
2021-02-05;NHN;7733.79
2021-02-05;GLD;3832.65
2021-02-05;GLD;61876.12
2021-02-05;GLD;33405.01
2021-02-05;GLD;61876.12
2021-02-05;GLD;12758.16
2021-02-05;GLD;7724.79
2021-02-05;NHN;29255.28
2021-02-05;RBNH;425.88
2021-02-05;GLD;9009.65
2021-02-05;NHN;23147.87
2021-02-05;RBNH;557.4
2021-02-05;NHN;976.9
2021-02-05;GLD;1532.85
2021-02-05;RBNH;6021.01
2021-02-05;GLD;3156.3
2021-02-05;GLD;49953.05
2021-02-05;GLD;61876.12
2021-02-05;GLD;203277.72
2021-02-05;RBNH;69443.61
2021-02-05;AMS;229216.08
2021-02-05;NHN;23052.42
2021-02-05;RBNH;7595.98
2021-02-05;NHN;47506.37
2021-02-05;RBNH;11010.06
2021-02-05;RBNH;61876.12
2021-02-05;RBNH;30853.88
2021-02-05;RBNH;29385.32
2021-02-05;AMS;255777.6
2021-02-05;NHN;28968.86
2021-02-05;NHN;8288.89
2021-02-05;NHN;2079.15
2021-02-05;GLD;15493.18
2021-02-05;GLD;107857.81
2021-02-05;RBNH;75643.19
2021-02-05;GLD;158154.01
2021-02-05;RBNH;415.83
2021-02-05;RBNH;195453.54
2021-02-05;RBNH;58801.16
2021-02-05;GLD;7724.79
2021-02-05;NHN;16718.98
2021-02-05;NHN;24837.21
2021-02-05;RBNH;4709.52
2021-02-05;RBNH;139.35
2021-02-05;NHN;81387.45
2021-02-05;NHN;33820.84
2021-02-05;GLD;88460.58
2021-02-05;GLD;127105.37
2021-02-05;NHN;0.0
2021-02-05;RBNH;7136.64
2021-02-05;NHN;210822.26
2021-02-05;RBNH;55458.08
2021-02-05;RBNH;7792.53
2021-02-05;RBNH;25781.43
2021-02-05;RBNH;293.07
2021-02-05;RBNH;7792.53
2021-02-05;RBNH;58801.16
2021-02-05;RBNH;7943.8
2021-02-05;RBNH;33030.18
2021-02-05;RBNH;7724.79
2021-02-05;GLD;94197.18
2021-02-05;RBNH;7724.79
2021-02-05;NHN;316437.28
2021-02-05;RBNH;23563.7
2021-02-05;GLD;49608.6
2021-02-05;RBNH;13672.09
2021-02-05;RBNH;15087.86
2021-02-05;RBNH;58801.16
2021-02-05;RBNH;64315.04
2021-02-05;GLD;27028.95
2021-02-05;NHN;33143.64
2021-02-05;RBNH;68611.95
2021-02-07;GLD;16000.0
2021-02-07;GLD;21286.64
2021-02-07;GLD;158015.4
2021-02-07;GLD;10452.83
2021-02-07;GLD;197657.86
2021-02-07;GLD;48772.5
2021-02-07;GLD;2930.7
2021-02-07;GLD;3742.47
2021-02-07;GLD;2772.2
2021-02-07;GLD;58801.16
2021-02-07;GLD;107653.92
2021-02-07;GLD;58801.16
2021-02-07;GLD;66875.92
2021-02-07;GLD;28544.6
2021-02-07;GLD;1851.6
2021-02-07;GLD;15585.06
2021-02-07;GLD;9443.16
2021-02-07;GLD;26159.7
2021-02-07;GLD;2854.46
2021-02-07;GLD;69359.9
2021-02-07;GLD;113158.95
2021-02-07;GLD;5799.01
2021-02-07;GLD;23377.59
2021-02-07;GLD;7724.79
2021-02-07;GLD;1953.8
2021-02-07;GLD;24837.21
2021-02-07;GLD;0.0
2021-02-07;GLD;0.0
2021-02-07;GLD;61876.12
2021-02-07;GLD;0.0
2021-02-07;GLD;3907.6
2021-02-07;GLD;59879.52
2021-02-07;GLD;27167.56
2021-02-07;GLD;4709.52
2021-02-07;GLD;76653.0
2021-02-07;GLD;7792.53
